SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,SEASON
22022,1631105,22200242,"NOV 20, 2022",DET @ SAC,L,27,6,8,0.75,0,0,0.0,0,0,0.0,5,3,8,1,1,0,1,2,12,-7,2022-23
22022,1631105,22200234,"NOV 18, 2022",DET @ LAL,L,22,5,7,0.714,0,0,0.0,2,2,1.0,3,5,8,0,1,1,1,4,12,-6,2022-23
22022,1631105,22200223,"NOV 17, 2022",DET @ LAC,L,25,3,6,0.5,0,0,0.0,2,3,0.667,4,5,9,0,0,1,1,3,8,6,2022-23
22022,1631105,22200199,"NOV 14, 2022",DET vs. TOR,L,19,1,1,1.0,0,0,0.0,0,2,0.0,2,4,6,0,0,0,1,3,2,0,2022-23
22022,1631105,22200186,"NOV 12, 2022",DET vs. BOS,L,17,1,1,1.0,0,0,0.0,0,0,0.0,1,11,12,1,2,0,1,2,2,-9,2022-23
22022,1631105,22200178,"NOV 11, 2022",DET @ NYK,L,21,0,1,0.0,0,0,0.0,1,4,0.25,2,6,8,0,0,1,1,1,1,-3,2022-23
22022,1631105,22200163,"NOV 09, 2022",DET @ BOS,L,30,5,8,0.625,0,0,0.0,0,0,0.0,5,5,10,2,1,1,0,1,10,-10,2022-23
22022,1631105,22200146,"NOV 07, 2022",DET vs. OKC,W,21,2,5,0.4,0,0,0.0,3,6,0.5,2,2,4,0,0,3,1,3,7,-11,2022-23
22022,1631105,22200091,"OCT 30, 2022",DET vs. GSW,W,15,1,3,0.333,0,0,0.0,1,2,0.5,3,1,4,0,0,1,1,2,3,2,2022-23
22022,1631105,22200070,"OCT 28, 2022",DET vs. ATL,L,23,2,4,0.5,0,0,0.0,4,6,0.667,2,1,3,0,0,2,3,4,8,-19,2022-23
22022,1631105,22200057,"OCT 26, 2022",DET vs. ATL,L,21,3,4,0.75,0,0,0.0,1,2,0.5,3,6,9,0,0,1,1,2,7,-2,2022-23
22022,1631105,22200052,"OCT 25, 2022",DET @ WAS,L,23,3,6,0.5,0,0,0.0,0,1,0.0,4,4,8,0,0,0,0,2,6,-9,2022-23
22022,1631105,22200029,"OCT 22, 2022",DET @ IND,L,18,3,3,1.0,0,0,0.0,0,0,0.0,2,1,3,0,0,2,0,0,6,-8,2022-23
22022,1631105,22200023,"OCT 21, 2022",DET @ NYK,L,23,4,8,0.5,0,1,0.0,0,1,0.0,3,7,10,0,1,0,1,4,8,-12,2022-23
22022,1631105,22200003,"OCT 19, 2022",DET vs. ORL,W,22,7,13,0.538,0,0,0.0,0,4,0.0,5,5,10,1,0,3,3,0,14,7,2022-23
22023,1631105,22301166,"APR 11, 2024",DET vs. CHI,L,31,7,9,0.778,0,0,0.0,6,7,0.857,2,9,11,3,0,0,4,3,20,-14,2023-24
22023,1631105,22301145,"APR 09, 2024",DET @ PHI,L,28,5,12,0.417,0,0,0.0,5,6,0.833,0,11,11,2,0,0,2,3,15,-5,2023-24
22023,1631105,22301121,"APR 05, 2024",DET @ MEM,L,24,6,12,0.5,0,1,0.0,5,5,1.0,3,7,10,0,1,0,0,3,17,-4,2023-24
22023,1631105,22301104,"APR 03, 2024",DET @ ATL,L,28,5,13,0.385,0,0,0.0,1,1,1.0,2,2,4,1,2,0,2,0,11,-25,2023-24
22023,1631105,22301088,"APR 01, 2024",DET vs. MEM,L,5,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,1,0,2,1,0,0,2023-24
22023,1631105,22301065,"MAR 29, 2024",DET @ WAS,W,35,9,11,0.818,0,0,0.0,2,2,1.0,5,12,17,1,3,3,3,4,20,18,2023-24
22023,1631105,22301056,"MAR 27, 2024",DET @ MIN,L,25,4,6,0.667,0,0,0.0,3,4,0.75,3,8,11,4,0,0,3,1,11,0,2023-24
22023,1631105,22300997,"MAR 20, 2024",DET vs. IND,L,27,3,8,0.375,0,0,0.0,5,6,0.833,3,9,12,1,1,1,2,3,11,-14,2023-24
22023,1631105,22300984,"MAR 18, 2024",DET @ BOS,L,22,3,7,0.429,0,0,0.0,2,2,1.0,0,9,9,0,0,0,2,2,8,-7,2023-24
22023,1631105,22300977,"MAR 17, 2024",DET vs. MIA,L,29,4,10,0.4,0,0,0.0,3,4,0.75,3,7,10,1,0,1,2,3,11,-17,2023-24
22023,1631105,22300962,"MAR 15, 2024",DET vs. MIA,L,34,7,9,0.778,0,0,0.0,1,2,0.5,2,15,17,1,0,1,3,2,15,-16,2023-24
22023,1631105,22300946,"MAR 13, 2024",DET vs. TOR,W,28,8,9,0.889,0,0,0.0,8,10,0.8,9,14,23,5,1,0,5,3,24,9,2023-24
22023,1631105,22300933,"MAR 11, 2024",DET vs. CHA,W,30,8,10,0.8,0,0,0.0,4,6,0.667,4,6,10,1,1,1,3,3,20,9,2023-24
22023,1631105,22300919,"MAR 09, 2024",DET vs. DAL,L,16,1,4,0.25,0,0,0.0,4,4,1.0,2,6,8,3,0,0,2,4,6,-21,2023-24
22023,1631105,22300902,"MAR 07, 2024",DET vs. BKN,W,30,6,8,0.75,0,0,0.0,0,0,0.0,3,11,14,4,2,0,3,3,12,9,2023-24
22023,1631105,22300888,"MAR 05, 2024",DET @ MIA,L,32,5,5,1.0,0,0,0.0,4,4,1.0,4,6,10,3,0,0,2,5,14,-8,2023-24
22023,1631105,22300874,"MAR 03, 2024",DET @ ORL,L,25,4,9,0.444,0,0,0.0,3,3,1.0,1,3,4,2,1,0,3,3,11,-25,2023-24
22023,1631105,22300857,"MAR 01, 2024",DET vs. CLE,L,31,4,7,0.571,0,0,0.0,6,7,0.857,4,6,10,2,0,1,1,5,14,-10,2023-24
22023,1631105,22300839,"FEB 27, 2024",DET @ CHI,W,31,5,9,0.556,0,0,0.0,4,4,1.0,2,8,10,5,1,3,5,4,14,24,2023-24
22023,1631105,22300828,"FEB 26, 2024",DET @ NYK,L,31,4,11,0.364,0,0,0.0,3,4,0.75,5,11,16,4,1,1,0,2,11,3,2023-24
22023,1631105,22300814,"FEB 24, 2024",DET vs. ORL,L,33,6,7,0.857,0,0,0.0,4,6,0.667,2,9,11,3,1,4,1,5,16,-4,2023-24
22023,1631105,22300793,"FEB 22, 2024",DET @ IND,L,30,7,11,0.636,0,0,0.0,1,1,1.0,2,11,13,2,0,0,4,3,15,-3,2023-24
22023,1631105,22300787,"FEB 14, 2024",DET @ PHX,L,23,2,6,0.333,0,0,0.0,3,4,0.75,3,6,9,5,2,0,1,3,7,-10,2023-24
22023,1631105,22300776,"FEB 13, 2024",DET @ LAL,L,23,4,9,0.444,0,0,0.0,0,0,0.0,4,4,8,0,1,0,1,3,8,-16,2023-24
22023,1631105,22300749,"FEB 10, 2024",DET @ LAC,L,35,5,12,0.417,0,0,0.0,0,0,0.0,3,15,18,1,2,1,3,4,10,-7,2023-24
22023,1631105,22300741,"FEB 08, 2024",DET @ POR,W,37,9,15,0.6,0,1,0.0,9,10,0.9,8,14,22,1,0,3,3,5,27,4,2023-24
22023,1631105,22300732,"FEB 07, 2024",DET @ SAC,W,37,7,10,0.7,0,0,0.0,6,6,1.0,2,13,15,6,0,0,3,4,20,11,2023-24
22023,1631105,22300704,"FEB 04, 2024",DET vs. ORL,L,27,7,7,1.0,0,0,0.0,1,1,1.0,2,3,5,2,0,0,1,5,15,-5,2023-24
22023,1631105,22300688,"FEB 02, 2024",DET vs. LAC,L,31,5,7,0.714,0,0,0.0,1,2,0.5,2,11,13,2,0,0,0,1,11,-8,2023-24
22023,1631105,22300675,"JAN 31, 2024",DET @ CLE,L,30,5,9,0.556,0,0,0.0,0,0,0.0,4,5,9,0,0,0,2,1,10,-19,2023-24
22023,1631105,22300654,"JAN 28, 2024",DET vs. OKC,W,31,9,13,0.692,0,0,0.0,4,5,0.8,9,12,21,6,0,1,1,2,22,1,2023-24
22023,1631105,22300642,"JAN 27, 2024",DET vs. WAS,L,36,5,6,0.833,0,0,0.0,0,0,0.0,3,15,18,3,0,0,1,4,10,-4,2023-24
22023,1631105,22300619,"JAN 24, 2024",DET vs. CHA,W,22,7,9,0.778,0,0,0.0,0,1,0.0,2,6,8,2,0,0,1,3,14,5,2023-24
22023,1631105,22300606,"JAN 22, 2024",DET vs. MIL,L,33,5,14,0.357,0,0,0.0,2,2,1.0,1,11,12,1,0,1,2,4,12,-15,2023-24
22023,1631105,22300592,"JAN 20, 2024",DET vs. MIL,L,30,4,8,0.5,0,0,0.0,0,0,0.0,2,7,9,1,1,0,1,5,8,-22,2023-24
22023,1631105,22300569,"JAN 17, 2024",DET vs. MIN,L,31,8,14,0.571,0,0,0.0,0,1,0.0,2,9,11,3,0,0,2,4,16,-8,2023-24
22023,1631105,22300558,"JAN 15, 2024",DET @ WAS,W,26,8,8,1.0,0,0,0.0,4,5,0.8,2,17,19,4,0,1,2,3,20,8,2023-24
22023,1631105,22300534,"JAN 12, 2024",DET vs. HOU,L,32,7,12,0.583,0,0,0.0,1,2,0.5,2,6,8,3,2,1,2,3,15,9,2023-24
22023,1631105,22300519,"JAN 10, 2024",DET vs. SAS,L,30,10,16,0.625,0,0,0.0,1,1,1.0,2,10,12,2,0,0,1,4,21,-7,2023-24
22023,1631105,22300512,"JAN 09, 2024",DET vs. SAC,L,24,8,14,0.571,0,0,0.0,0,0,0.0,3,7,10,3,0,0,3,4,16,-22,2023-24
22023,1631105,22300502,"JAN 07, 2024",DET @ DEN,L,30,8,12,0.667,0,0,0.0,4,6,0.667,2,3,5,4,0,0,1,1,20,-14,2023-24
22023,1631105,22300490,"JAN 05, 2024",DET @ GSW,L,33,6,6,1.0,0,0,0.0,1,2,0.5,4,8,12,2,0,2,1,2,13,-5,2023-24
22023,1631105,22300474,"JAN 03, 2024",DET @ UTA,L,36,6,7,0.857,0,0,0.0,5,5,1.0,4,6,10,3,0,1,2,0,17,-14,2023-24
22023,1631105,22300453,"JAN 01, 2024",DET @ HOU,L,22,6,8,0.75,0,0,0.0,0,0,0.0,3,11,14,1,0,0,1,5,12,0,2023-24
22023,1631105,22300440,"DEC 30, 2023",DET vs. TOR,W,34,6,11,0.545,0,0,0.0,6,6,1.0,2,15,17,2,0,0,1,5,18,-6,2023-24
22023,1631105,22300421,"DEC 28, 2023",DET @ BOS,L,40,5,6,0.833,0,0,0.0,5,6,0.833,8,6,14,2,0,0,0,1,15,-6,2023-24
22023,1631105,22300406,"DEC 26, 2023",DET vs. BKN,L,33,6,11,0.545,0,0,0.0,0,0,0.0,5,10,15,4,1,1,1,3,12,8,2023-24
22023,1631105,22301206,"DEC 06, 2023",DET vs. MEM,L,30,8,12,0.667,0,0,0.0,1,1,1.0,1,10,11,0,0,1,2,1,17,2,2023-24
22023,1631105,22300283,"DEC 02, 2023",DET vs. CLE,L,30,8,8,1.0,0,0,0.0,1,6,0.167,3,8,11,1,1,2,2,3,17,6,2023-24
22023,1631105,22300268,"NOV 30, 2023",DET @ NYK,L,34,5,7,0.714,0,0,0.0,0,0,0.0,0,12,12,2,0,0,2,3,10,1,2023-24
22023,1631105,22300258,"NOV 29, 2023",DET vs. LAL,L,18,3,8,0.375,0,0,0.0,0,0,0.0,4,3,7,0,0,1,2,3,6,-20,2023-24
22023,1631105,22300253,"NOV 27, 2023",DET vs. WAS,L,33,5,8,0.625,0,0,0.0,2,5,0.4,7,7,14,3,1,5,6,5,12,-4,2023-24
22023,1631105,22300047,"NOV 24, 2023",DET @ IND,L,29,5,10,0.5,0,1,0.0,3,4,0.75,4,9,13,4,1,1,2,5,13,-11,2023-24
22023,1631105,22300008,"NOV 10, 2023",DET vs. PHI,L,23,2,5,0.4,0,0,0.0,0,0,0.0,1,3,4,3,0,1,3,1,4,-8,2023-24
22023,1631105,22300165,"NOV 08, 2023",DET @ MIL,L,28,5,10,0.5,0,1,0.0,1,1,1.0,3,9,12,5,0,0,2,5,11,-3,2023-24
22023,1631105,22300140,"NOV 05, 2023",DET vs. PHX,L,31,6,10,0.6,0,0,0.0,0,0,0.0,3,8,11,3,2,0,5,4,12,-19,2023-24
22023,1631105,22300129,"NOV 02, 2023",DET @ NOP,L,25,5,8,0.625,0,0,0.0,2,2,1.0,0,5,5,1,0,0,1,5,12,-12,2023-24
22023,1631105,22300109,"OCT 30, 2023",DET @ OKC,L,23,4,11,0.364,0,0,0.0,0,1,0.0,3,4,7,1,1,0,1,3,8,-8,2023-24
22023,1631105,22300088,"OCT 28, 2023",DET vs. CHI,W,33,9,11,0.818,0,0,0.0,5,5,1.0,6,9,15,5,1,2,1,3,23,6,2023-24
22023,1631105,22300077,"OCT 27, 2023",DET @ CHA,W,35,7,8,0.875,0,0,0.0,0,0,0.0,6,11,17,3,1,2,5,3,14,5,2023-24
22023,1631105,22300068,"OCT 25, 2023",DET @ MIA,L,32,8,11,0.727,0,0,0.0,1,3,0.333,6,8,14,4,0,4,4,4,17,-4,2023-24
22024,1631105,22400418,"DEC 26, 2024",DET @ SAC,W,32,5,8,0.625,0,0,0.0,3,4,0.75,2,8,10,3,2,2,1,2,13,-11,2024-25
22024,1631105,22400404,"DEC 23, 2024",DET @ LAL,W,27,1,2,0.5,0,0,0.0,4,4,1.0,3,6,9,2,1,1,2,3,6,-19,2024-25
22024,1631105,22400387,"DEC 21, 2024",DET @ PHX,W,34,7,7,1.0,0,0,0.0,3,5,0.6,3,8,11,2,0,0,2,2,17,4,2024-25
22024,1631105,22400360,"DEC 19, 2024",DET vs. UTA,L,26,4,4,1.0,0,0,0.0,0,0,0.0,3,4,7,2,2,0,1,3,8,-26,2024-25
22024,1631105,22401221,"DEC 16, 2024",DET vs. MIA,W,32,4,7,0.571,0,0,0.0,1,1,1.0,4,12,16,2,1,1,5,5,9,-5,2024-25
22024,1631105,22400343,"DEC 07, 2024",DET @ NYK,W,25,6,9,0.667,0,0,0.0,0,0,0.0,3,0,3,0,2,0,1,4,12,18,2024-25
22024,1631105,22400319,"DEC 04, 2024",DET @ BOS,L,25,1,5,0.2,0,0,0.0,3,6,0.5,2,3,5,2,1,0,4,4,5,-4,2024-25
22024,1631105,22400052,"DEC 03, 2024",DET vs. MIL,L,20,5,6,0.833,0,0,0.0,1,1,1.0,3,3,6,2,1,3,3,5,11,-10,2024-25
22024,1631105,22400301,"NOV 30, 2024",DET vs. PHI,L,13,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,4,1,4,-27,2024-25
22024,1631105,22400045,"NOV 29, 2024",DET @ IND,W,26,5,8,0.625,0,0,0.0,4,7,0.571,2,10,12,2,0,4,1,2,14,21,2024-25
22024,1631105,22400293,"NOV 27, 2024",DET @ MEM,L,21,2,5,0.4,0,0,0.0,2,2,1.0,1,6,7,3,0,1,2,3,6,-17,2024-25
22024,1631105,22400278,"NOV 25, 2024",DET vs. TOR,W,25,4,7,0.571,0,0,0.0,5,8,0.625,2,10,12,4,0,4,2,1,13,16,2024-25
22024,1631105,22400265,"NOV 23, 2024",DET @ ORL,L,25,2,5,0.4,0,0,0.0,3,4,0.75,1,3,4,1,0,1,3,3,7,-6,2024-25
22024,1631105,22400260,"NOV 21, 2024",DET @ CHA,L,24,2,3,0.667,0,0,0.0,1,1,1.0,2,7,9,0,1,0,1,4,5,-17,2024-25
22024,1631105,22400244,"NOV 18, 2024",DET vs. CHI,L,30,7,13,0.538,0,0,0.0,1,2,0.5,12,10,22,3,0,2,0,3,15,-7,2024-25
22024,1631105,22400237,"NOV 17, 2024",DET @ WAS,W,18,5,8,0.625,0,0,0.0,1,4,0.25,4,6,10,1,1,0,1,3,11,22,2024-25
22024,1631105,22400011,"NOV 15, 2024",DET @ TOR,W,24,5,6,0.833,0,0,0.0,2,4,0.5,2,6,8,1,0,1,1,5,12,-6,2024-25
22024,1631105,22400223,"NOV 13, 2024",DET @ MIL,L,34,3,4,0.75,0,0,0.0,3,4,0.75,4,5,9,6,0,0,5,5,9,-9,2024-25
22024,1631105,22400002,"NOV 12, 2024",DET vs. MIA,W,30,4,5,0.8,0,0,0.0,0,2,0.0,3,8,11,5,0,2,1,3,8,0,2024-25
22024,1631105,22400169,"NOV 06, 2024",DET @ CHA,L,8,0,1,0.0,0,0,0.0,0,0,0.0,0,3,3,1,0,0,0,1,0,3,2024-25
22024,1631105,22400156,"NOV 04, 2024",DET vs. LAL,W,24,5,7,0.714,0,0,0.0,1,1,1.0,8,6,14,1,1,1,2,5,11,6,2024-25
22024,1631105,22400151,"NOV 03, 2024",DET @ BKN,W,33,5,5,1.0,0,0,0.0,3,4,0.75,3,14,17,4,1,3,4,3,13,5,2024-25
22024,1631105,22400134,"NOV 01, 2024",DET vs. NYK,L,18,2,2,1.0,0,0,0.0,1,2,0.5,1,6,7,2,0,1,3,1,5,-22,2024-25
22024,1631105,22400120,"OCT 30, 2024",DET @ PHI,W,11,0,0,0.0,0,0,0.0,0,2,0.0,3,3,6,1,0,0,2,6,0,-4,2024-25
22024,1631105,22400105,"OCT 28, 2024",DET @ MIA,L,29,5,6,0.833,0,0,0.0,0,0,0.0,4,7,11,2,0,3,0,2,10,3,2024-25
22024,1631105,22400089,"OCT 26, 2024",DET vs. BOS,L,29,7,7,1.0,0,0,0.0,1,2,0.5,3,6,9,2,0,2,2,1,15,-5,2024-25
22024,1631105,22400080,"OCT 25, 2024",DET @ CLE,L,29,2,4,0.5,0,0,0.0,1,4,0.25,3,4,7,5,1,1,1,5,5,-7,2024-25
22024,1631105,22400063,"OCT 23, 2024",DET vs. IND,L,30,4,4,1.0,0,0,0.0,5,6,0.833,4,9,13,4,0,0,2,3,13,-16,2024-25
