Player Name,Total Games,Average Points,Median Points,Mode Points,Standard Deviation Points,Average Rebounds,Median Rebounds,Mode Rebounds,Standard Deviation Rebounds,Average Assists,Median Assists,Mode Assists,Standard Deviation Assists,Below Average Points (%),Below Average Rebounds (%),Below Average Assists (%),Below Median Points (%),Below Median Rebounds (%),Below Median Assists (%),Below Mode Points (%),Below Mode Rebounds (%),Below Mode Assists (%)
Jalen Duren All Seasons,158,11.012658227848101,11.0,11,5.740666578144797,10.0,10.0,11,4.5329648907350855,1.8354430379746836,2.0,0,1.5510865700179584,53.79746835443038,46.20253164556962,46.835443037974684,44.303797468354425,46.20253164556962,46.835443037974684,44.303797468354425,56.32911392405063,0.0
