SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,SEASON,Home or Road,Adversary,Adversary Name,Game Score
22021,1630595,22100679,2022-01-19,DET @ SAC,W,21,4,8,0.5,1,2,0.5,4,5,0.8,0,1,1,0,0,0,1,6,13,-24,2021-22,Road,SAC,Sacramento Kings,133 - 131
22021,1630595,22100667,2022-01-18,DET @ GSW,L,28,3,10,0.3,2,4,0.5,0,0,0.0,1,0,1,4,1,0,5,2,8,-20,2021-22,Road,GSW,Golden State Warriors,86 - 102
22021,1630595,22100617,2022-01-16,DET vs. PHX,L,25,9,15,0.6,1,3,0.333,2,3,0.667,0,1,1,4,1,0,0,3,21,-20,2021-22,Home,PHX,Phoenix Suns,108 - 135
22021,1630595,22100633,2022-01-14,DET vs. TOR,W,33,8,15,0.533,1,4,0.25,1,1,1.0,0,7,7,5,1,0,2,1,18,12,2021-22,Home,TOR,Toronto Raptors,103 - 87
22021,1630595,22100415,2022-01-11,DET @ CHI,L,29,3,11,0.273,2,5,0.4,0,0,0.0,1,6,7,3,1,0,6,4,8,-30,2021-22,Road,CHI,Chicago Bulls,87 - 133
22021,1630595,22100608,2022-01-10,DET vs. UTA,W,38,10,17,0.588,5,9,0.556,4,4,1.0,0,1,1,8,2,2,5,2,29,22,2021-22,Home,UTA,Utah Jazz,126 - 116
22021,1630595,22100593,2022-01-08,DET vs. ORL,W,32,3,14,0.214,0,5,0.0,6,8,0.75,1,2,3,5,1,0,2,4,12,1,2021-22,Home,ORL,Orlando Magic,97 - 92
22021,1630595,22100579,2022-01-06,DET @ MEM,L,31,5,19,0.263,2,10,0.2,0,0,0.0,1,4,5,6,0,0,1,2,12,-25,2021-22,Road,MEM,Memphis Grizzlies,88 - 118
22021,1630595,22100567,2022-01-05,DET @ CHA,L,26,6,12,0.5,4,9,0.444,0,0,0.0,0,2,2,7,2,0,4,4,16,-18,2021-22,Road,CHA,Charlotte Hornets,111 - 140
22021,1630595,22100556,2022-01-03,DET @ MIL,W,37,8,15,0.533,3,7,0.429,0,0,0.0,1,3,4,7,0,1,5,4,19,13,2021-22,Road,MIL,Milwaukee Bucks,115 - 106
22021,1630595,22100466,2021-12-21,DET @ NYK,L,33,2,13,0.154,0,2,0.0,3,3,1.0,0,9,9,9,0,1,5,2,7,-18,2021-22,Road,NYK,New York Knicks,91 - 105
22021,1630595,22100449,2021-12-19,DET vs. MIA,W,31,2,4,0.5,0,2,0.0,0,0,0.0,0,3,3,10,2,0,4,6,4,4,2021-22,Home,MIA,Miami Heat,100 - 90
22021,1630595,22100441,2021-12-18,DET vs. HOU,L,36,8,19,0.421,3,9,0.333,2,2,1.0,2,5,7,11,2,1,3,3,21,3,2021-22,Home,HOU,Houston Rockets,107 - 116
22021,1630595,22100428,2021-12-16,DET @ IND,L,34,8,16,0.5,1,4,0.25,2,2,1.0,0,6,6,4,1,2,2,5,19,-7,2021-22,Road,IND,Indiana Pacers,113 - 122
22021,1630595,22100399,2021-12-12,DET vs. BKN,L,36,9,18,0.5,5,8,0.625,3,5,0.6,0,8,8,6,3,1,7,1,26,-16,2021-22,Home,BKN,Brooklyn Nets,104 - 116
22021,1630595,22100388,2021-12-10,DET @ NOP,L,31,5,17,0.294,2,7,0.286,4,5,0.8,0,1,1,4,3,0,2,2,16,-13,2021-22,Road,NOP,New Orleans Pelicans,93 - 109
22021,1630595,22100368,2021-12-08,DET vs. WAS,L,37,8,20,0.4,1,4,0.25,4,4,1.0,2,2,4,3,2,0,3,4,21,-5,2021-22,Home,WAS,Washington Wizards,116 - 119
22021,1630595,22100354,2021-12-06,DET vs. OKC,L,36,11,24,0.458,6,11,0.545,0,0,0.0,3,8,11,5,1,0,6,3,28,-7,2021-22,Home,OKC,Oklahoma City Thunder,103 - 114
22021,1630595,22100331,2021-12-02,DET @ PHX,L,31,8,15,0.533,3,5,0.6,0,0,0.0,1,1,2,5,1,1,5,3,19,5,2021-22,Road,PHX,Phoenix Suns,103 - 114
22021,1630595,22100317,2021-11-30,DET @ POR,L,33,10,13,0.769,5,7,0.714,1,2,0.5,0,7,7,1,1,3,6,4,26,0,2021-22,Road,POR,Portland Trail Blazers,92 - 110
22021,1630595,22100304,2021-11-28,DET @ LAL,L,34,6,16,0.375,3,9,0.333,0,0,0.0,1,10,11,2,0,1,5,1,15,0,2021-22,Road,LAL,Los Angeles Lakers,106 - 110
22021,1630595,22100280,2021-11-26,DET @ LAC,L,28,3,13,0.231,0,5,0.0,4,5,0.8,2,4,6,6,3,0,4,5,10,0,2021-22,Road,LAC,Los Angeles Clippers,96 - 107
22021,1630595,22100273,2021-11-24,DET @ MIL,L,30,3,10,0.3,2,6,0.333,1,2,0.5,0,8,8,7,0,0,4,1,9,-23,2021-22,Road,MIL,Milwaukee Bucks,93 - 114
22021,1630595,22100263,2021-11-23,DET vs. MIA,L,29,2,10,0.2,1,7,0.143,1,1,1.0,0,3,3,6,1,0,4,4,6,-11,2021-22,Home,MIA,Miami Heat,92 - 100
22021,1630595,22100249,2021-11-21,DET vs. LAL,L,38,6,21,0.286,1,9,0.111,0,0,0.0,1,11,12,10,2,0,3,3,13,0,2021-22,Home,LAL,Los Angeles Lakers,116 - 121
22021,1630595,22100231,2021-11-19,DET vs. GSW,L,36,6,12,0.5,3,8,0.375,4,4,1.0,1,5,6,6,3,2,2,2,19,-4,2021-22,Home,GSW,Golden State Warriors,102 - 105
22021,1630595,22100214,2021-11-17,DET vs. IND,W,34,6,18,0.333,1,8,0.125,3,4,0.75,0,8,8,6,2,1,1,2,16,3,2021-22,Home,IND,Indiana Pacers,97 - 89
22021,1630595,22100200,2021-11-15,DET vs. SAC,L,35,10,20,0.5,5,11,0.455,0,0,0.0,2,6,8,8,2,0,4,1,25,-15,2021-22,Home,SAC,Sacramento Kings,107 - 129
22021,1630595,22100189,2021-11-13,DET @ TOR,W,33,4,10,0.4,2,8,0.25,0,0,0.0,1,2,3,4,1,1,1,4,10,4,2021-22,Road,TOR,Toronto Raptors,127 - 121
22021,1630595,22100176,2021-11-12,DET @ CLE,L,31,4,8,0.5,1,3,0.333,0,0,0.0,1,5,6,3,1,0,7,1,9,-9,2021-22,Road,CLE,Cleveland Cavaliers,78 - 98
22021,1630595,22100162,2021-11-10,DET @ HOU,W,30,8,18,0.444,4,8,0.5,0,0,0.0,1,3,4,3,2,1,4,3,20,1,2021-22,Road,HOU,Houston Rockets,112 - 104
22021,1630595,22100124,2021-11-05,DET vs. BKN,L,30,6,17,0.353,3,7,0.429,2,2,1.0,0,4,4,2,1,0,6,4,17,-16,2021-22,Home,BKN,Brooklyn Nets,90 - 96
22021,1630595,22100119,2021-11-04,DET vs. PHI,L,32,4,17,0.235,1,7,0.143,9,10,0.9,4,6,10,4,1,0,3,3,18,7,2021-22,Home,PHI,Philadelphia 76ers,98 - 109
22021,1630595,22100103,2021-11-02,DET vs. MIL,L,29,2,14,0.143,0,9,0.0,2,2,1.0,0,2,2,3,0,0,2,2,6,-22,2021-22,Home,MIL,Milwaukee Bucks,89 - 117
22021,1630595,22100079,2021-10-30,DET vs. ORL,W,19,1,8,0.125,0,5,0.0,0,0,0.0,2,5,7,2,0,1,2,0,2,1,2021-22,Home,ORL,Orlando Magic,110 - 103
22022,1630595,22200163,2022-11-09,DET @ BOS,L,24,1,11,0.091,0,6,0.0,2,2,1.0,1,2,3,2,0,1,2,2,4,-17,2022-23,Road,BOS,Boston Celtics,112 - 128
22022,1630595,22200146,2022-11-07,DET vs. OKC,W,36,8,21,0.381,2,7,0.286,3,4,0.75,1,10,11,7,0,1,5,4,21,12,2022-23,Home,OKC,Oklahoma City Thunder,112 - 103
22022,1630595,22200120,2022-11-04,DET vs. CLE,L,31,7,18,0.389,3,6,0.5,2,3,0.667,1,4,5,5,1,1,1,1,19,-8,2022-23,Home,CLE,Cleveland Cavaliers,88 - 112
