Player Name,Total Games,Average Points,Median Points,Mode Points,Standard Deviation Points,Average Rebounds,Median Rebounds,Mode Rebounds,Standard Deviation Rebounds,Average Assists,Median Assists,Mode Assists,Standard Deviation Assists,Below Average Points (%),Below Average Rebounds (%),Below Average Assists (%),Below Median Points (%),Below Median Rebounds (%),Below Median Assists (%),Below Mode Points (%),Below Mode Rebounds (%),Below Mode Assists (%)
Cade Cunningham All Seasons,167,20.646706586826348,21.0,19,8.07426213146483,5.341317365269461,5.0,6,2.7414103640671352,7.017964071856287,7.0,6,3.0388509517801507,47.90419161676647,53.293413173652695,58.08383233532935,47.90419161676647,40.119760479041915,45.50898203592814,35.32934131736527,53.293413173652695,30.538922155688624
