Player Name,Total Games,Average Points,Median Points,Mode Points,Standard Deviation Points,Average Rebounds,Median Rebounds,Mode Rebounds,Standard Deviation Rebounds,Average Assists,Median Assists,Mode Assists,Standard Deviation Assists,Below Average Points (%),Below Average Rebounds (%),Below Average Assists (%),Below Median Points (%),Below Median Rebounds (%),Below Median Assists (%),Below Mode Points (%),Below Mode Rebounds (%),Below Mode Assists (%)
Jaden Ivey 24-25,30,17.6,18.0,17,5.487289387993511,4.133333333333334,4.0,3,1.978040363127335,3.966666666666667,4.0,5,2.204749314600162,46.666666666666664,60.0,40.0,46.666666666666664,40.0,40.0,36.666666666666664,16.666666666666664,56.666666666666664
