Player Name,Total Games,Average Points,Median Points,Mode Points,Standard Deviation Points,Average Rebounds,Median Rebounds,Mode Rebounds,Standard Deviation Rebounds,Average Assists,Median Assists,Mode Assists,Standard Deviation Assists,Below Average Points (%),Below Average Rebounds (%),Below Average Assists (%),Below Median Points (%),Below Median Rebounds (%),Below Median Assists (%),Below Mode Points (%),Below Mode Rebounds (%),Below Mode Assists (%)
Jaden Ivey All Seasons,179,16.078212290502794,16.0,18,6.405275664380263,3.7541899441340782,3.0,3,2.1373936106540143,4.4525139664804465,4.0,4,2.4998273746188415,55.3072625698324,51.955307262569825,54.18994413407822,47.486033519553075,30.16759776536313,36.87150837988827,62.01117318435754,30.16759776536313,36.87150837988827
