SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,Home or Road,Adversary,Adversary Name,Game Score
22023,1631093,22300749,2024-02-10,DET @ LAC,L,36,10,21,0.476,2,6,0.333,1,1,1.0,1,3,4,2,0,0,3,3,23,-4,Road,LAC,Los Angeles Clippers,106 - 112
22023,1631093,22300741,2024-02-08,DET @ POR,W,48,8,21,0.381,7,7,1.0,3,6,0.5,0,3,3,4,0,0,6,4,26,3,Road,POR,Portland Trail Blazers,128 - 122
22023,1631093,22300732,2024-02-07,DET @ SAC,W,38,13,23,0.565,5,7,0.714,6,6,1.0,2,4,6,7,0,0,5,3,37,10,Road,SAC,Sacramento Kings,133 - 120
22023,1631093,22300704,2024-02-04,DET vs. ORL,L,35,7,12,0.583,2,4,0.5,2,2,1.0,0,3,3,3,1,1,3,3,18,-12,Home,ORL,Orlando Magic,99 - 111
22023,1631093,22300688,2024-02-02,DET vs. LAC,L,34,11,18,0.611,3,8,0.375,3,6,0.5,5,2,7,3,0,0,3,2,28,5,Home,LAC,Los Angeles Clippers,125 - 136
22023,1631093,22300675,2024-01-31,DET @ CLE,L,29,5,7,0.714,2,3,0.667,2,3,0.667,0,1,1,4,2,1,4,5,14,-21,Road,CLE,Cleveland Cavaliers,121 - 128
22023,1631093,22300654,2024-01-28,DET vs. OKC,W,35,7,20,0.35,3,7,0.429,2,5,0.4,3,5,8,6,0,0,0,2,19,13,Home,OKC,Oklahoma City Thunder,120 - 104
22023,1631093,22300642,2024-01-27,DET vs. WAS,L,26,4,8,0.5,2,3,0.667,0,0,0.0,2,2,4,1,0,2,3,3,10,1,Home,WAS,Washington Wizards,104 - 118
22023,1631093,22300619,2024-01-24,DET vs. CHA,W,22,4,10,0.4,1,3,0.333,0,0,0.0,0,1,1,2,1,0,2,2,9,-11,Home,CHA,Charlotte Hornets,113 - 106
22023,1631093,22300606,2024-01-22,DET vs. MIL,L,32,5,14,0.357,1,4,0.25,6,7,0.857,1,2,3,6,0,0,3,0,17,-23,Home,MIL,Milwaukee Bucks,113 - 122
22023,1631093,22300592,2024-01-20,DET vs. MIL,L,32,6,16,0.375,2,5,0.4,4,7,0.571,2,4,6,6,0,1,3,5,18,-15,Home,MIL,Milwaukee Bucks,135 - 141
22023,1631093,22300569,2024-01-17,DET vs. MIN,L,36,13,22,0.591,4,6,0.667,2,2,1.0,0,4,4,6,1,0,2,4,32,8,Home,MIN,Minnesota Timberwolves,117 - 124
22023,1631093,22300558,2024-01-15,DET @ WAS,W,32,9,18,0.5,2,7,0.286,4,7,0.571,1,6,7,6,0,3,5,0,24,3,Road,WAS,Washington Wizards,129 - 117
22023,1631093,22300534,2024-01-12,DET vs. HOU,L,28,8,19,0.421,1,6,0.167,1,4,0.25,5,2,7,8,0,1,3,3,18,7,Home,HOU,Houston Rockets,110 - 112
22023,1631093,22300519,2024-01-10,DET vs. SAS,L,30,7,18,0.389,2,10,0.2,3,5,0.6,0,3,3,5,2,2,1,0,19,-5,Home,SAS,San Antonio Spurs,108 - 130
22023,1631093,22300512,2024-01-09,DET vs. SAC,L,33,7,17,0.412,2,9,0.222,6,8,0.75,5,0,5,6,2,0,4,4,22,-15,Home,SAC,Sacramento Kings,110 - 131
22023,1631093,22300502,2024-01-07,DET @ DEN,L,27,4,11,0.364,0,6,0.0,5,8,0.625,1,3,4,6,1,0,4,2,13,-16,Road,DEN,Denver Nuggets,114 - 131
22023,1631093,22300490,2024-01-05,DET @ GSW,L,24,5,10,0.5,2,5,0.4,0,0,0.0,2,2,4,3,0,1,4,6,12,-1,Road,GSW,Golden State Warriors,109 - 113
22023,1631093,22300474,2024-01-03,DET @ UTA,L,22,4,8,0.5,2,3,0.667,1,2,0.5,0,1,1,2,0,0,2,2,11,0,Road,UTA,Utah Jazz,148 - 154
22023,1631093,22300453,2024-01-01,DET @ HOU,L,26,6,10,0.6,3,4,0.75,4,4,1.0,4,2,6,3,0,0,2,1,19,-19,Road,HOU,Houston Rockets,113 - 136
22023,1631093,22300440,2023-12-30,DET vs. TOR,W,29,1,5,0.2,1,3,0.333,9,12,0.75,4,1,5,4,1,0,1,2,12,3,Home,TOR,Toronto Raptors,129 - 127
22023,1631093,22300421,2023-12-28,DET @ BOS,L,33,8,15,0.533,3,5,0.6,3,5,0.6,5,5,10,4,0,1,3,6,22,8,Road,BOS,Boston Celtics,122 - 128
22023,1631093,22300406,2023-12-26,DET vs. BKN,L,28,3,12,0.25,0,2,0.0,3,6,0.5,2,1,3,4,3,1,1,5,9,12,Home,BKN,Brooklyn Nets,112 - 118
22023,1631093,22300394,2023-12-23,DET @ BKN,L,35,6,11,0.545,3,6,0.5,8,10,0.8,0,6,6,7,0,2,3,4,23,6,Road,BKN,Brooklyn Nets,115 - 126
22023,1631093,22300374,2023-12-21,DET vs. UTA,L,35,9,16,0.563,2,5,0.4,4,4,1.0,2,3,5,7,3,2,5,4,24,5,Home,UTA,Utah Jazz,111 - 119
22023,1631093,22300352,2023-12-18,DET @ ATL,L,29,6,13,0.462,0,2,0.0,3,5,0.6,2,6,8,4,0,0,2,6,15,-12,Road,ATL,Atlanta Hawks,124 - 130
22023,1631093,22300334,2023-12-16,DET @ MIL,L,28,5,17,0.294,2,6,0.333,1,2,0.5,1,3,4,2,1,1,1,0,13,-32,Road,MIL,Milwaukee Bucks,114 - 146
22023,1631093,22300327,2023-12-15,DET @ PHI,L,29,4,12,0.333,0,2,0.0,5,5,1.0,1,3,4,4,0,0,5,3,13,-6,Road,PHI,Philadelphia 76ers,92 - 124
22023,1631093,22300310,2023-12-13,DET vs. PHI,L,21,2,8,0.25,0,3,0.0,3,6,0.5,0,2,2,1,0,1,0,2,7,-21,Home,PHI,Philadelphia 76ers,111 - 129
22023,1631093,22300293,2023-12-11,DET vs. IND,L,34,7,15,0.467,0,3,0.0,4,4,1.0,1,2,3,2,1,0,2,2,18,-4,Home,IND,Indiana Pacers,123 - 131
22023,1631093,22301217,2023-12-08,DET @ ORL,L,21,2,7,0.286,0,4,0.0,4,4,1.0,0,2,2,0,0,0,0,2,8,-14,Road,ORL,Orlando Magic,91 - 123
22023,1631093,22301206,2023-12-06,DET vs. MEM,L,24,4,8,0.5,1,3,0.333,0,0,0.0,0,3,3,2,3,2,1,0,9,-10,Home,MEM,Memphis Grizzlies,102 - 116
22023,1631093,22300283,2023-12-02,DET vs. CLE,L,29,2,7,0.286,0,3,0.0,3,4,0.75,0,2,2,1,0,0,1,3,7,-1,Home,CLE,Cleveland Cavaliers,101 - 110
22023,1631093,22300268,2023-11-30,DET @ NYK,L,13,1,2,0.5,1,1,1.0,2,2,1.0,0,2,2,1,0,1,1,3,5,4,Road,NYK,New York Knicks,112 - 118
22023,1631093,22300258,2023-11-29,DET vs. LAL,L,19,1,6,0.167,1,2,0.5,4,4,1.0,0,1,1,3,1,0,1,6,7,-17,Home,LAL,Los Angeles Lakers,107 - 133
22023,1631093,22300253,2023-11-27,DET vs. WAS,L,33,6,12,0.5,2,3,0.667,1,2,0.5,2,5,7,7,1,1,3,3,15,2,Home,WAS,Washington Wizards,107 - 126
22023,1631093,22300047,2023-11-24,DET @ IND,L,32,9,16,0.563,1,6,0.167,6,9,0.667,2,0,2,3,1,1,3,3,25,-15,Road,IND,Indiana Pacers,113 - 136
22023,1631093,22300218,2023-11-20,DET vs. DEN,L,30,7,8,0.875,1,1,1.0,2,2,1.0,1,3,4,3,1,0,4,2,17,8,Home,DEN,Denver Nuggets,103 - 107
22023,1631093,22300211,2023-11-19,DET @ TOR,L,28,3,10,0.3,0,5,0.0,3,4,0.75,0,3,3,4,0,0,0,1,9,0,Road,TOR,Toronto Raptors,113 - 142
22023,1631093,22300030,2023-11-17,DET @ CLE,L,29,4,6,0.667,1,2,0.5,2,2,1.0,1,1,2,3,1,0,6,3,11,-10,Road,CLE,Cleveland Cavaliers,100 - 108
22023,1631093,22300018,2023-11-14,DET vs. ATL,L,21,4,7,0.571,1,2,0.5,2,4,0.5,3,2,5,5,1,0,1,1,11,1,Home,ATL,Atlanta Hawks,120 - 126
22023,1631093,22300181,2023-11-12,DET @ CHI,L,11,2,4,0.5,0,2,0.0,2,2,1.0,0,0,0,2,1,0,2,1,6,9,Road,CHI,Chicago Bulls,108 - 119
22023,1631093,22300129,2023-11-02,DET @ NOP,L,22,4,6,0.667,1,3,0.333,3,4,0.75,3,4,7,0,0,1,2,4,12,-9,Road,NOP,New Orleans Pelicans,116 - 125
22023,1631093,22300115,2023-11-01,DET vs. POR,L,22,3,7,0.429,1,3,0.333,3,3,1.0,0,2,2,2,1,1,1,3,10,-14,Home,POR,Portland Trail Blazers,101 - 110
22023,1631093,22300109,2023-10-30,DET @ OKC,L,19,7,13,0.538,4,6,0.667,2,2,1.0,1,1,2,3,1,1,1,5,20,-4,Road,OKC,Oklahoma City Thunder,112 - 124
22023,1631093,22300088,2023-10-28,DET vs. CHI,W,22,3,6,0.5,1,2,0.5,0,0,0.0,0,0,0,3,1,0,2,0,7,5,Home,CHI,Chicago Bulls,118 - 102
22023,1631093,22300077,2023-10-27,DET @ CHA,W,23,8,14,0.571,2,6,0.333,0,0,0.0,0,2,2,4,1,0,2,4,18,-2,Road,CHA,Charlotte Hornets,111 - 99
22023,1631093,22300068,2023-10-25,DET @ MIA,L,17,1,7,0.143,0,2,0.0,2,3,0.667,0,2,2,3,0,0,3,3,4,-2,Road,MIA,Miami Heat,102 - 103
