Player Name,Total Games,Average Points,Median Points,Mode Points,Standard Deviation Points,Average Rebounds,Median Rebounds,Mode Rebounds,Standard Deviation Rebounds,Average Assists,Median Assists,Mode Assists,Standard Deviation Assists,Below Average Points (%),Below Average Rebounds (%),Below Average Assists (%),Below Median Points (%),Below Median Rebounds (%),Below Median Assists (%),Below Mode Points (%),Below Mode Rebounds (%),Below Mode Assists (%)
Jaden Ivey 23-24,77,15.38961038961039,15.0,18,7.060184588603459,3.4285714285714284,3.0,2,2.136330914075834,3.844155844155844,4.0,3,2.140246758184519,55.84415584415584,59.74025974025974,46.75324675324675,49.35064935064935,38.961038961038966,46.75324675324675,66.23376623376623,15.584415584415584,25.97402597402597
