SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,Home or Road,Adversary,Adversary Name,Game Score
22023,1631105,22301166,2024-04-11,DET vs. CHI,L,31,7,9,0.778,0,0,0.0,6,7,0.857,2,9,11,3,0,0,4,3,20,-14,Home,CHI,Chicago Bulls,105 - 127
22023,1631105,22301145,2024-04-09,DET @ PHI,L,28,5,12,0.417,0,0,0.0,5,6,0.833,0,11,11,2,0,0,2,3,15,-5,Road,PHI,Philadelphia 76ers,102 - 120
22023,1631105,22301121,2024-04-05,DET @ MEM,L,24,6,12,0.5,0,1,0.0,5,5,1.0,3,7,10,0,1,0,0,3,17,-4,Road,MEM,Memphis Grizzlies,90 - 108
22023,1631105,22301104,2024-04-03,DET @ ATL,L,28,5,13,0.385,0,0,0.0,1,1,1.0,2,2,4,1,2,0,2,0,11,-25,Road,ATL,Atlanta Hawks,113 - 121
22023,1631105,22301088,2024-04-01,DET vs. MEM,L,5,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,1,0,2,1,0,0,Home,MEM,Memphis Grizzlies,108 - 110
22023,1631105,22301065,2024-03-29,DET @ WAS,W,35,9,11,0.818,0,0,0.0,2,2,1.0,5,12,17,1,3,3,3,4,20,18,Road,WAS,Washington Wizards,96 - 87
22023,1631105,22301056,2024-03-27,DET @ MIN,L,25,4,6,0.667,0,0,0.0,3,4,0.75,3,8,11,4,0,0,3,1,11,0,Road,MIN,Minnesota Timberwolves,91 - 106
22023,1631105,22300997,2024-03-20,DET vs. IND,L,27,3,8,0.375,0,0,0.0,5,6,0.833,3,9,12,1,1,1,2,3,11,-14,Home,IND,Indiana Pacers,103 - 122
22023,1631105,22300984,2024-03-18,DET @ BOS,L,22,3,7,0.429,0,0,0.0,2,2,1.0,0,9,9,0,0,0,2,2,8,-7,Road,BOS,Boston Celtics,94 - 119
22023,1631105,22300977,2024-03-17,DET vs. MIA,L,29,4,10,0.4,0,0,0.0,3,4,0.75,3,7,10,1,0,1,2,3,11,-17,Home,MIA,Miami Heat,101 - 104
22023,1631105,22300962,2024-03-15,DET vs. MIA,L,34,7,9,0.778,0,0,0.0,1,2,0.5,2,15,17,1,0,1,3,2,15,-16,Home,MIA,Miami Heat,95 - 108
22023,1631105,22300946,2024-03-13,DET vs. TOR,W,28,8,9,0.889,0,0,0.0,8,10,0.8,9,14,23,5,1,0,5,3,24,9,Home,TOR,Toronto Raptors,113 - 104
22023,1631105,22300933,2024-03-11,DET vs. CHA,W,30,8,10,0.8,0,0,0.0,4,6,0.667,4,6,10,1,1,1,3,3,20,9,Home,CHA,Charlotte Hornets,114 - 97
22023,1631105,22300919,2024-03-09,DET vs. DAL,L,16,1,4,0.25,0,0,0.0,4,4,1.0,2,6,8,3,0,0,2,4,6,-21,Home,DAL,Dallas Mavericks,124 - 142
22023,1631105,22300902,2024-03-07,DET vs. BKN,W,30,6,8,0.75,0,0,0.0,0,0,0.0,3,11,14,4,2,0,3,3,12,9,Home,BKN,Brooklyn Nets,118 - 112
22023,1631105,22300888,2024-03-05,DET @ MIA,L,32,5,5,1.0,0,0,0.0,4,4,1.0,4,6,10,3,0,0,2,5,14,-8,Road,MIA,Miami Heat,110 - 118
22023,1631105,22300874,2024-03-03,DET @ ORL,L,25,4,9,0.444,0,0,0.0,3,3,1.0,1,3,4,2,1,0,3,3,11,-25,Road,ORL,Orlando Magic,91 - 113
22023,1631105,22300857,2024-03-01,DET vs. CLE,L,31,4,7,0.571,0,0,0.0,6,7,0.857,4,6,10,2,0,1,1,5,14,-10,Home,CLE,Cleveland Cavaliers,100 - 110
22023,1631105,22300839,2024-02-27,DET @ CHI,W,31,5,9,0.556,0,0,0.0,4,4,1.0,2,8,10,5,1,3,5,4,14,24,Road,CHI,Chicago Bulls,105 - 95
22023,1631105,22300828,2024-02-26,DET @ NYK,L,31,4,11,0.364,0,0,0.0,3,4,0.75,5,11,16,4,1,1,0,2,11,3,Road,NYK,New York Knicks,111 - 113
22023,1631105,22300814,2024-02-24,DET vs. ORL,L,33,6,7,0.857,0,0,0.0,4,6,0.667,2,9,11,3,1,4,1,5,16,-4,Home,ORL,Orlando Magic,109 - 112
22023,1631105,22300793,2024-02-22,DET @ IND,L,30,7,11,0.636,0,0,0.0,1,1,1.0,2,11,13,2,0,0,4,3,15,-3,Road,IND,Indiana Pacers,115 - 129
22023,1631105,22300787,2024-02-14,DET @ PHX,L,23,2,6,0.333,0,0,0.0,3,4,0.75,3,6,9,5,2,0,1,3,7,-10,Road,PHX,Phoenix Suns,100 - 116
22023,1631105,22300776,2024-02-13,DET @ LAL,L,23,4,9,0.444,0,0,0.0,0,0,0.0,4,4,8,0,1,0,1,3,8,-16,Road,LAL,Los Angeles Lakers,111 - 125
22023,1631105,22300749,2024-02-10,DET @ LAC,L,35,5,12,0.417,0,0,0.0,0,0,0.0,3,15,18,1,2,1,3,4,10,-7,Road,LAC,Los Angeles Clippers,106 - 112
22023,1631105,22300741,2024-02-08,DET @ POR,W,37,9,15,0.6,0,1,0.0,9,10,0.9,8,14,22,1,0,3,3,5,27,4,Road,POR,Portland Trail Blazers,128 - 122
22023,1631105,22300732,2024-02-07,DET @ SAC,W,37,7,10,0.7,0,0,0.0,6,6,1.0,2,13,15,6,0,0,3,4,20,11,Road,SAC,Sacramento Kings,133 - 120
22023,1631105,22300704,2024-02-04,DET vs. ORL,L,27,7,7,1.0,0,0,0.0,1,1,1.0,2,3,5,2,0,0,1,5,15,-5,Home,ORL,Orlando Magic,99 - 111
22023,1631105,22300688,2024-02-02,DET vs. LAC,L,31,5,7,0.714,0,0,0.0,1,2,0.5,2,11,13,2,0,0,0,1,11,-8,Home,LAC,Los Angeles Clippers,125 - 136
22023,1631105,22300675,2024-01-31,DET @ CLE,L,30,5,9,0.556,0,0,0.0,0,0,0.0,4,5,9,0,0,0,2,1,10,-19,Road,CLE,Cleveland Cavaliers,121 - 128
22023,1631105,22300654,2024-01-28,DET vs. OKC,W,31,9,13,0.692,0,0,0.0,4,5,0.8,9,12,21,6,0,1,1,2,22,1,Home,OKC,Oklahoma City Thunder,120 - 104
22023,1631105,22300642,2024-01-27,DET vs. WAS,L,36,5,6,0.833,0,0,0.0,0,0,0.0,3,15,18,3,0,0,1,4,10,-4,Home,WAS,Washington Wizards,104 - 118
22023,1631105,22300619,2024-01-24,DET vs. CHA,W,22,7,9,0.778,0,0,0.0,0,1,0.0,2,6,8,2,0,0,1,3,14,5,Home,CHA,Charlotte Hornets,113 - 106
22023,1631105,22300606,2024-01-22,DET vs. MIL,L,33,5,14,0.357,0,0,0.0,2,2,1.0,1,11,12,1,0,1,2,4,12,-15,Home,MIL,Milwaukee Bucks,113 - 122
22023,1631105,22300592,2024-01-20,DET vs. MIL,L,30,4,8,0.5,0,0,0.0,0,0,0.0,2,7,9,1,1,0,1,5,8,-22,Home,MIL,Milwaukee Bucks,135 - 141
22023,1631105,22300569,2024-01-17,DET vs. MIN,L,31,8,14,0.571,0,0,0.0,0,1,0.0,2,9,11,3,0,0,2,4,16,-8,Home,MIN,Minnesota Timberwolves,117 - 124
22023,1631105,22300558,2024-01-15,DET @ WAS,W,26,8,8,1.0,0,0,0.0,4,5,0.8,2,17,19,4,0,1,2,3,20,8,Road,WAS,Washington Wizards,129 - 117
22023,1631105,22300534,2024-01-12,DET vs. HOU,L,32,7,12,0.583,0,0,0.0,1,2,0.5,2,6,8,3,2,1,2,3,15,9,Home,HOU,Houston Rockets,110 - 112
22023,1631105,22300519,2024-01-10,DET vs. SAS,L,30,10,16,0.625,0,0,0.0,1,1,1.0,2,10,12,2,0,0,1,4,21,-7,Home,SAS,San Antonio Spurs,108 - 130
22023,1631105,22300512,2024-01-09,DET vs. SAC,L,24,8,14,0.571,0,0,0.0,0,0,0.0,3,7,10,3,0,0,3,4,16,-22,Home,SAC,Sacramento Kings,110 - 131
22023,1631105,22300502,2024-01-07,DET @ DEN,L,30,8,12,0.667,0,0,0.0,4,6,0.667,2,3,5,4,0,0,1,1,20,-14,Road,DEN,Denver Nuggets,114 - 131
22023,1631105,22300490,2024-01-05,DET @ GSW,L,33,6,6,1.0,0,0,0.0,1,2,0.5,4,8,12,2,0,2,1,2,13,-5,Road,GSW,Golden State Warriors,109 - 113
22023,1631105,22300474,2024-01-03,DET @ UTA,L,36,6,7,0.857,0,0,0.0,5,5,1.0,4,6,10,3,0,1,2,0,17,-14,Road,UTA,Utah Jazz,148 - 154
