Total Rebounds 24-25,Total Offensive Rebounds 24-25,Total Defensive Rebounds 24-25,Total Points 24-25,Total 2 Pointers 24-25,Total 3 Pointers 24-25,Total Free Throws 24-25
1474,365,1109,3696,1368,444,516
