Player Name,Total Games,Average Points,Median Points,Mode Points,Standard Deviation Points,Average Rebounds,Median Rebounds,Mode Rebounds,Standard Deviation Rebounds,Average Assists,Median Assists,Mode Assists,Standard Deviation Assists,Below Average Points (%),Below Average Rebounds (%),Below Average Assists (%),Below Median Points (%),Below Median Rebounds (%),Below Median Assists (%),Below Mode Points (%),Below Mode Rebounds (%),Below Mode Assists (%)
Jalen Duren 24-25,30,9.566666666666666,10.5,5,4.591471354087086,9.2,9.0,7,4.51358103872119,2.2666666666666666,2.0,2,1.4605934866804429,46.666666666666664,56.666666666666664,70.0,50.0,43.333333333333336,30.0,10.0,23.333333333333332,30.0
