Player Name,Total Games,Average Points,Median Points,Mode Points,Standard Deviation Points,Average Rebounds,Median Rebounds,Mode Rebounds,Standard Deviation Rebounds,Average Assists,Median Assists,Mode Assists,Standard Deviation Assists,Below Average Points (%),Below Average Rebounds (%),Below Average Assists (%),Below Median Points (%),Below Median Rebounds (%),Below Median Assists (%),Below Mode Points (%),Below Mode Rebounds (%),Below Mode Assists (%)
Cade Cunningham 24-25,29,23.79310344827586,22.0,20,5.341076070985988,6.758620689655173,6.0,6,2.6139074802431197,9.655172413793103,10.0,10,2.955332493609349,55.172413793103445,51.724137931034484,44.827586206896555,41.37931034482759,31.03448275862069,44.827586206896555,20.689655172413794,31.03448275862069,44.827586206896555
