Player Name,Average Points,Median Points,Mode Points,Average Rebounds,Median Rebounds,Mode Rebounds,Average Assists,Median Assists,Mode Assists,Below Average Points (%),Below Average Rebounds (%),Below Average Assists (%),Below Median Points (%),Below Median Rebounds (%),Below Median Assists (%),Below Mode Points (%),Below Mode Rebounds (%),Below Mode Assists (%)
Jalen Duren 23-24,22.661290322580644,22.5,21,4.32258064516129,4.0,3,7.483870967741935,7.0,7,50.0,54.83870967741935,51.61290322580645,50.0,38.70967741935484,35.483870967741936,35.483870967741936,17.741935483870968,35.483870967741936
