Total Rebounds 23-24,Total Offensive Rebounds 23-24,Total Defensive Rebounds 23-24,Total Points 23-24,Total 2 Pointers 23-24,Total 3 Pointers 23-24,Total Free Throws 23-24
3553,861,2692,9010,3353,906,1398
